"Distance [mm]","Mag_B [tesla]"
6.6186432,0.330920684925043
6.6398568,0.329940765550592
6.6610704,0.328961738511221
6.682284,0.32798360380278
6.7034976,0.327006361421324
6.7247112,0.326030011363081
6.7459248,0.325054553624494
6.7671384,0.324079988202177
6.788352,0.323106315092947
6.8095656,0.322133534293805
6.8307792,0.321161645801954
6.8519928,0.320190649614771
6.8732064,0.319220545729845
6.89442,0.318251334144944
6.9156336,0.317283014858037
6.9368472,0.316315587867266
6.9580608,0.315349053170983
6.9792744,0.314383410767723
7.000488,0.313418660656221
7.0217016,0.312454802835394
7.0429152,0.311491837304356
7.0641288,0.310529764062408
7.0853424,0.309568583109046
7.106556,0.308608294443962
7.1277696,0.30764889806702
7.1489832,0.306690393978305
7.1701968,0.305732782178076
7.1914104,0.304776062666783
7.212624,0.303820235445069
7.2338376,0.302865300513773
7.2550512,0.301911257873917
7.2762648,0.30095810752673
7.2974784,0.300005849473619
7.318692,0.299054483716187
7.3399056,0.298104010256229
7.3611192,0.297154429095729
7.3823328,0.296205740236858
7.4035464,0.295257943681996
7.42476,0.294311039433703
7.4459736,0.293365027494722
7.4671872,0.292419907867999
7.4884008,0.291475680556677
7.5096144,0.290532345564069
7.530828,0.289589902893707
7.5520416,0.288648352549297
7.5732552,0.287707694534735
7.5944688,0.28676792885412
7.6156824,0.285829055511735
7.636896,0.284891074512049
7.6581096,0.283953985859741
7.6793232,0.283017789559667
7.7005368,0.282082485616876
7.7217504,0.281148074036607
7.742964,0.2802145548243
7.7641776,0.279281927985573
7.7853912,0.278350193526252
7.8066048,0.277419351452344
7.8278184,0.276489401770044
7.849032,0.275560344485747
7.8702456,0.274632179606041
7.8914592,0.273704907137688
7.9126728,0.272778527087667
7.9338864,0.271854327420245
7.9551,0.271102391899681
7.9763136,0.270350883515646
7.9975272,0.269599802268196
8.0187408,0.268849148157399
8.0399544,0.268098921183331
8.061168,0.267349121346057
8.0823816,0.266599748645657
8.1035952,0.265850803082223
8.1248088,0.265102284655837
8.1460224,0.264354193366591
8.167236,0.263606529214596
8.1884496,0.262859292199944
8.2096632,0.26211248232275
8.2308768,0.261366099583131
8.2520904,0.260620143981199
8.273304,0.259874615517081
8.2945176,0.259129514190903
8.3157312,0.258384840002807
8.3369448,0.257640592952927
8.3581584,0.256896773041408
8.379372,0.2561533802684
8.4005856,0.255410414634055
8.4217992,0.254667876138533
8.4430128,0.253925764781999
8.4642264,0.25318408056462
8.48544,0.252442823486572
8.5066536,0.251701993548032
8.5278672,0.250961590749186
8.5490808,0.250221615090219
8.5702944,0.249482066571334
8.591508,0.24874294519272
8.6127216,0.248004250954585
8.6339352,0.247265983857137
8.6551488,0.246528143900591
8.6763624,0.245790731085162
8.697576,0.245053745411082
8.7187896,0.244317186878573
8.7400032,0.24358105548787
8.7612168,0.242845351239212
8.7824304,0.242110074132844
8.803644,0.24137522416901
8.8248576,0.240640801347974
8.8460712,0.239906805669985
8.8672848,0.239173237135309
8.8884984,0.238440095744217
8.909712,0.23770738149698
8.9309256,0.236975094393875
8.9521392,0.236243234435195
8.9733528,0.235511801621218
8.9945664,0.234780795952242
9.01578,0.234050217428565
9.0369936,0.233320066050491
9.0582072,0.232590341818325
9.0794208,0.231861044732389
9.1006344,0.231132174792994
9.121848,0.230403732000465
9.1430616,0.229675716355132
9.1642752,0.228948127857326
9.1854888,0.228220966507386
9.2067024,0.22749423230566
9.227916,0.226767925252491
9.2491296,0.226042045348234
9.2703432,0.225316592593247
9.2915568,0.224591566987894
9.3127704,0.22386696853254
9.333984,0.223142797227568
9.3551976,0.222419053073346
9.3764112,0.22169573607026
9.3976248,0.220972846218701
9.4188384,0.220250383519059
9.440052,0.219528347971732
9.4612656,0.21880673957713
9.4824792,0.218085558335652
9.5036928,0.217364804247716
9.5249064,0.21664447731374
9.54612,0.215924577534145
9.5673336,0.215205104909361
9.5885472,0.214486059439821
9.6097608,0.213767441125963
9.6309744,0.213049249968229
9.652188,0.212331485967068
9.6734016,0.211614149122933
9.6946152,0.210897239436282
9.7158288,0.210180756907577
9.7370424,0.209464701537287
9.758256,0.208749073325886
9.7794696,0.208033872273849
9.8006832,0.207319098381662
9.8218968,0.20660475164981
9.8431104,0.205890832078786
9.864324,0.205177339669094
9.8855376,0.20446427442123
9.9067512,0.203751636335703
