"Time [ms]","InducedVoltage(PriCoil) [V]","InducedVoltage(SecCoil) [V]","Current(PriCoil) [mA]"
26.0000000000004,-22.8042283929993,-13.1488009779612,-7.36249105369635
26.1666666666671,-25.8171999060175,-14.888488385959,-8.51558583130439
26.3333333333338,-25.5418010993374,-14.7299663262039,-9.63507348203736
26.5000000000004,-23.3168745814449,-13.4461286096126,-10.7165358995825
26.6666666666671,-21.1370852606522,-12.1885381465773,-11.7557050458521
26.8333333333338,-19.7335613655798,-11.3788826510252,-12.7484797949765
27.0000000000005,-18.4508566626841,-10.6390491820095,-13.6909421185765
27.1666666666671,-17.2032190253312,-9.9194825455861,-14.5793725484305
27.3333333333338,-15.9418836061899,-9.19200930603576,-15.410264855518
27.5000000000005,-14.6491302842939,-8.44643531249974,-16.1803398875012
27.6666666666671,-13.2753191703027,-7.65414232873367,-16.886558510042
27.8333333333338,-11.8164982121381,-6.81287021443724,-17.526133600879
28.0000000000005,-10.3510553496869,-5.9678204647045,-18.096541049322
28.1666666666671,-8.89650864932237,-5.12909397422164,-18.5955297177662
28.3333333333338,-7.45507317881286,-4.29796500993371,-19.0211303259042
28.5000000000005,-6.0394423168153,-3.48175469994197,-19.3716632225736
28.6666666666671,-4.65731339576191,-2.68490309722713,-19.6457450145744
28.8333333333338,-3.30337415888476,-1.90434037840262,-19.84229402629
29.0000000000005,-1.97162721864751,-1.13659870575612,-19.9605345685657
29.1666666666672,-0.655298629823488,-0.37776287728058,-20
29.3333333333338,0.655283944532213,0.3777543888348,-19.9605345685652
29.5000000000005,1.97161225924512,1.13659005836948,-19.8422940262891
29.6666666666672,3.30335867038827,1.90433142607391,-19.645745014573
29.8333333333338,4.65729715782067,2.68489371157775,-19.3716632225717
30.0000000000005,6.03942517834378,3.48174479370445,-19.0211303259019
30.1666666666672,7.45505507548952,4.29795454572136,-18.5955297177636
30.3333333333338,8.8964896181392,5.12908297398358,-18.0965410493189
30.5000000000005,10.3510355584979,5.96780902776868,-17.5261336008755
30.6666666666672,11.8164781249012,6.81285861085096,-16.8865585100382
30.8333333333338,13.2752992439541,7.65413081180836,-16.1803398874969
31.0000000000005,14.6491115131216,8.44642446138892,-15.4102648555134
31.1666666666672,15.9418647983487,9.19199843871958,-14.5793725484255
31.3333333333339,17.2032004614204,9.91947181656449,-13.6909421185707
31.5000000000005,18.4508358953097,10.6390371816283,-12.7484797949709
31.6666666666672,19.7335343593631,11.3788670451458,-11.7557050458463
31.8333333333339,21.1370503069844,12.1885179544176,-10.7165358995764
32.0000000000005,23.3168396643758,13.446108447828,-9.63507348203103
32.1666666666672,25.5417947173303,14.7299626461242,-8.51558583129785
32.3333333333339,25.8172454070835,14.8885146593223,-7.3624910536896
32.5000000000005,22.8042903447384,13.1488367532522,-6.18033988749538
32.6666666666672,19.0346565740384,10.9724077326598,-4.97379774329326
32.8333333333339,15.9352624007792,9.18295841076639,-3.74762629171033
33.0000000000005,12.4943293339759,7.19640869025506,-2.50666467128238
33.1666666666672,10.4206335405246,5.99919775051764,-1.2558103905823
33.333333333333,9.50744642873307,5.47197807354327,-2.53222388634153e-12
